标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
大众探岳 2020款 330TSI 双离合 两驱 豪华智联版,大众,石家庄,13.29,24.90,1.33万,2.25万公里,2021,国6
本田雅阁 2018款 260TURBO 精英版 国VI,本田,石家庄,13.6,21.46,1.36万,4.21万公里,2021,国6
大众迈腾 2020款 330TSI 领先型,大众,石家庄,14.33,24.79,1.43万,1.23万公里,2021,国6
宝马X1 2021款 sDrive20Li 时尚型,宝马,石家庄,14.33,31.41,1.43万,2.18万公里,2021,国6
比亚迪汉 2023款 DM-i 冠军版 1.5T 121km 前驱尊贵型,比亚迪,石家庄,14.38,22.56,1.44万,2.37万公里,2023,国6
奔驰C级 2017款 改款 C 200 L 运动轿车,奔驰,石家庄,14.4,39.63,1.44万,5.84万公里,2017,国5
宝马2系 2019款 双门轿跑车 225i 运动设计套装,宝马,石家庄,14.88,29.64,1.49万,4.24万公里,2020,国6
奔驰C级 2018款 C 200 L 运动轿车,奔驰,石家庄,14.9,39.30,1.49万,5.69万公里,2018,国5
红旗HS7 2022款 2.0T 双离合 两驱 智联旗享版,红旗,石家庄,14.96,32.08,1.50万,0.54万公里,2022,国6
特斯拉Model 3 2020款 标准续航后轮驱动升级版,特斯拉,石家庄,15.16,32.72,1.52万,3.43万公里,2020,国6
本田雅阁 2022款 260TURBO 幻夜·尊贵版,本田,石家庄,15.37,22.90,1.54万,2.22万公里,2022,国6
坦克300 2021款 越野版 2.0T 征服者,坦克,石家庄,17.85,24.12,1.79万,3.19万公里,2022,国6
奥迪A6L 2018款 30周年纪念版 TFSI 进取版,奥迪,石家庄,19.0,45.05,1.90万,9.34万公里,2018,国5
红旗H9 2020款 2.0T 智联旗畅版,红旗,石家庄,21.06,41.40,2.11万,3.18万公里,2021,国6
本田冠道 2020款 370TURBO 自动四驱尊享版,本田,石家庄,21.3,32.85,2.13万,3.63万公里,2021,国6
奥迪A4L 2022款 40 TFSI 时尚动感型,奥迪,石家庄,21.5,36.09,2.15万,1.35万公里,2023,国6
宝马5系 插电混动 2020款 530Le 豪华套装,宝马,石家庄,21.6,55.78,2.16万,6.59万公里,2019,国6
奥迪Q5L 2022款 40 TFSI 豪华动感型,奥迪,石家庄,27.7,46.49,2.77万,2.08万公里,2022,国6
奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,奔驰,石家庄,28.6,50.02,2.86万,3.93万公里,2019,国6
奥迪A6L 2022款 40 TFSI 豪华动感型,奥迪,石家庄,30.75,46.93,3.08万,4.54万公里,2022,国6
宝马5系 2022款 改款二 530Li 尊享型 M运动套装,宝马,石家庄,36.88,56.14,3.69万,3.95万公里,2022,国6
路虎卫士 2023款 130 3.0T P400 X,路虎,石家庄,92.0,141.86,9.20万,0.12万公里,2023,国6
哈弗H5经典 2013款 智尊版 2.0T 手动 两驱 进取型,哈弗,石家庄,2.6,11.85,0.26万,6.33万公里,2017,国5
长安凯程欧诺S 2021款 欧诺S 1.5L 客车智享版(单蒸空调),长安凯程,石家庄,3.9,5.88,0.39万,0.56万公里,2024,国6
名爵ZS 2018款 1.5L 手自一体 豪华版 国V,名爵,石家庄,3.9,11.51,0.39万,6.49万公里,2019,国5
荣威RX5 2018款 20T 双离合 两驱 互联网智臻版,荣威,石家庄,3.9,17.26,0.39万,8.11万公里,2018,国5
广汽传祺 传祺GS4 2015款 200T 7速G-DCT 豪华版,广汽传祺,石家庄,4.0,15.60,0.40万,7.68万公里,2016,国5
中华V7 2019款 运动款 300T 双离合 豪华型,中华,石家庄,5.2,15.28,0.52万,7.89万公里,2020,国6
吉利汽车 吉利博越 2020款 1.8TD 双离合 智尊PRO,吉利汽车,石家庄,6.9,15.61,0.69万,2.20万公里,2020,国6
别克昂科威 2017款 28T 双离合 四驱 精英版,别克,石家庄,7.8,30.32,0.78万,6.88万公里,2017,国5
本田XR-V 2020款 220TURBO CVT 豪华版,本田,石家庄,8.8,18.04,0.88万,5.48万公里,2020,国6
别克GL8 2022款 陆上公务舱 652T 舒适型 7座,别克,石家庄,17.4,26.22,1.74万,5.16万公里,2022,国6
坦克300 2021款 城市版 2.0T 必须型,坦克,石家庄,18.4,25.91,1.84万,1.31万公里,2022,国6
奔驰E级 2019款 改款 E 300 L 时尚版 运动轿车,奔驰,石家庄,28.6,52.01,2.86万,5.89万公里,2019,国6
路虎发现 2014款 第四代 3.0 V6 SC SE 汽油版,路虎,石家庄,32.8,92.22,3.28万,6.54万公里,2015,国5
标致308 2014款 1.6L 经典 手动 优尚型,标致,石家庄,1.8,12.18,0,8.93万公里,2015,国4
江汽集团瑞风S3 2017款 1.6L 手动 豪华版,江汽集团,石家庄,2.0,7.75,0,7.85万公里,2017,国5
中华V3 2016款 1.5L 手自一体 舒适版,中华,石家庄,2.1,9.29,0,5.28万公里,2017,国4
奇瑞新能源小蚂蚁 2018款 400 智享版 4座,奇瑞新能源,石家庄,2.16,7.73,0,6.51万公里,2018,新能源
长安CS15 2016款 1.5L 双离合 时尚版,长安,石家庄,2.4,8.09,0,4.23万公里,2017,国5
别克昂科拉 2014款 1.4T 手动 两驱 都市运动型,别克,石家庄,2.4,19.26,0,6.94万公里,2014,国5
起亚福瑞迪 2014款 1.6L 手动 GL,起亚,石家庄,2.5,11.40,0,4.73万公里,2015,国5
比亚迪宋 2016款 1.5TI 手动 豪华型,比亚迪,石家庄,2.5,12.29,0,6.66万公里,2016,国5
五菱汽车 五菱宏光MINIEV 2022款 170km 悦享款 三元锂,五菱汽车,石家庄,2.52,5.41,0.25万,2.94万公里,2022,新能源
吉利汽车 吉利帝豪GL 2018款 1.8L 手动 精英智联版,吉利汽车,石家庄,2.7,10.08,0.27万,7.88万公里,2018,国5
广汽传祺 传祺GS4 2015款 200T 7速G-DCT 豪华版,广汽传祺,石家庄,3.0,15.60,0.30万,6.13万公里,2015,国5
奇瑞新能源QQ冰淇淋 2024款 170km 圣代款,奇瑞新能源,石家庄,3.1,4.87,0.31万,0.11万公里,2024,新能源
吉利汽车 吉利远景X3 2017款 1.5L 自动 精英版,吉利汽车,石家庄,3.17,7.32,0.32万,6.82万公里,2018,国5
现代索纳塔 2013款 2.4L 自动 GLX 豪华版,现代,石家庄,3.3,23.73,0.33万,9.50万公里,2013,国5
比亚迪S2 2019款 耀·舒适型,比亚迪,石家庄,3.6,11.50,0.36万,7.49万公里,2019,新能源
哈弗H6 Coupe 2016款 蓝标 1.5T 自动 两驱 精英版,哈弗,石家庄,3.7,14.29,0.37万,8.13万公里,2017,国5
大众Polo 2016款 1.4L 自动 风尚版,大众,石家庄,3.9,10.19,0.39万,4.96万公里,2016,国5
雪佛兰科鲁泽 2019款 RS 330T 手自一体 畅快版,雪佛兰,石家庄,3.9,13.18,0.39万,5.37万公里,2019,国6
大众宝来 2016款 1.6L 手动舒适型,大众,石家庄,3.9,13.72,0.39万,5.70万公里,2016,国5
吉利汽车 吉利博瑞 2017款 2.4L 标准版,吉利汽车,石家庄,4.0,13.77,0.40万,2.34万公里,2018,国5
大众桑塔纳 2018款 1.5L 自动 风尚版,大众,石家庄,4.2,11.30,0.42万,6.91万公里,2018,国5
丰田YARiS L 致炫 2016款 改款 1.5E CVT魅动版,丰田,石家庄,4.2,9.96,0.42万,8.92万公里,2018,国5
丰田YARiS L 致炫 2016款 改款 1.5E CVT魅动版,丰田,石家庄,4.32,9.96,0.43万,6.91万公里,2017,国5
东风风行菱智 2019款 M5L 1.6L 手动 基本型 7座 国VI,东风风行,石家庄,4.5,8.21,0.45万,2.84万公里,2021,国6
哈弗H4 2018款 红标 1.3T 双离合 时尚版,哈弗,石家庄,4.6,12.19,0.46万,6.65万公里,2018,国5
大众途安 2015款 1.4TSI 手动 5座 风尚版,大众,石家庄,4.6,15.93,0.46万,9.87万公里,2015,国5
启辰T90 2017款 2.0L CVT 智尚版,启辰,石家庄,4.8,15.49,0.48万,7.36万公里,2017,国5
现代悦动 2020款 1.6L 手自一体 悦目版,现代,石家庄,4.9,9.86,0.49万,6.96万公里,2020,国6
丰田卡罗拉 2017款 改款 1.2T CVT GL 国V,丰田,石家庄,5.5,13.50,0.55万,3.03万公里,2018,国5
日产轩逸 2021款 经典 1.6XL CVT 豪华版,日产,石家庄,5.67,13.59,0.57万,8.18万公里,2021,国6
雪佛兰科鲁泽 2020款 轻混 RS 330T 手自一体 畅快版,雪佛兰,石家庄,5.8,13.51,0.58万,1.24万公里,2022,国6
大众迈腾 2015款 1.8T 手自一体 豪华型,大众,石家庄,5.8,26.22,0.58万,9.32万公里,2015,国5
日产骐达 2020款 1.6L CVT 酷动版,日产,石家庄,6.0,13.07,0.60万,4.80万公里,2020,国6
荣威i5 2023款 1.5L CVT豪华版,荣威,石家庄,6.1,9.42,0.61万,0.20万公里,2024,国6
大众速腾 2017款 230TSI 双离合 舒适版,大众,石家庄,6.1,18.25,0.61万,8.84万公里,2017,国5
哈弗H6 2021款 1.5GDIT 双离合 冠军版,哈弗,石家庄,6.2,13.85,0.62万,6.55万公里,2020,国6
丰田YARiS L 致炫 2022款 致炫X 1.5L CVT 领先PLUS版,丰田,石家庄,6.47,10.40,0.65万,1.73万公里,2022,国6
长安欧尚X7 PLUS 2022款 蓝鲸版 1.5T 双离合尊贵型 5座,长安欧尚,石家庄,6.8,13.07,0.68万,5.56万公里,2021,国6
Jeep自由光 2016款 2.4L 优越版,Jeep,石家庄,6.8,31.02,0.68万,5.74万公里,2016,国5
广汽传祺 传祺GS8 2017款 320T 两驱 豪华智联版 7座,广汽传祺,石家庄,6.8,20.69,0.68万,9.36万公里,2017,国5
大众凌渡 2018款 230TSI 双离合 风尚版,大众,石家庄,6.9,18.15,0.69万,5.54万公里,2018,国5
广汽传祺 传祺GS8 2017款 320T 四驱 豪华智联版 7座,广汽传祺,石家庄,6.9,22.56,0.69万,9.49万公里,2017,国5
比亚迪海豚 2021款 405km 时尚版,比亚迪,石家庄,7.68,13.49,0.77万,4.88万公里,2022,新能源
长安CS75PLUS 2021款 1.5T 手自一体 豪华型,长安,石家庄,7.75,14.28,0.78万,3.01万公里,2021,国6
大众帕萨特 2016款 330TSI DSG尊荣版,大众,石家庄,7.8,25.12,0.78万,9.78万公里,2016,国5
丰田凌尚 2021款 2.0L 豪华版,丰田,石家庄,7.9,16.93,0.79万,3.15万公里,2021,国6
标致4008 2017款 380THP 豪华GT版,标致,石家庄,7.9,30.74,0.79万,9.33万公里,2017,国5
林肯MKX 2015款 2.0T 两驱 尊享版,林肯,石家庄,8.3,50.24,0.83万,7.54万公里,2016,国5
大众速腾 2021款 280TSI 双离合 舒适智联版,大众,石家庄,8.8,18.48,0.88万,3.81万公里,2021,国6
马自达CX-4 2021款 2.0L 手自一体 两驱 蓝天活力版,马自达,石家庄,8.8,17.37,0.88万,5.55万公里,2020,国6
大众途铠 2020款 280TSI 双离合 舒适版,大众,石家庄,8.8,16.83,0.88万,5.85万公里,2021,国6
日产轩逸 2022款 1.6L CVT XL智享版,日产,石家庄,9.0,15.28,0.90万,2.78万公里,2022,国6
本田思域 2019款 220TURBO CVT 劲动版 国VI,本田,石家庄,9.1,15.94,0.91万,4.55万公里,2021,国6
本田雅阁 2014款 3.0L VTI 尊贵版,本田,石家庄,9.1,30.79,0.91万,5.02万公里,2015,国5
凯迪拉克ATS-L 2017款 28T 时尚版,凯迪拉克,石家庄,9.1,32.96,0.91万,8.78万公里,2017,国5
丰田雷凌 2023款 双擎 1.8L 豪华版,丰田,石家庄,9.2,15.94,0.92万,0.76万公里,2023,国6
大众速腾 2023款 280TSI 双离合超越Plus版,大众,石家庄,9.5,18.26,0.95万,1.71万公里,2022,国6
埃安AION S 2022款 70 乐享版,埃安,石家庄,9.6,17.02,0.96万,1.22万公里,2023,国6
本田XR-V 2021款 220TURBO CVT舒适版,本田,石家庄,9.7,17.05,0.97万,1.65万公里,2022,国6
奥迪A3 2019款 Limousine 35TFSI 时尚版 国V,奥迪,石家庄,10.0,24.67,1.00万,3.88万公里,2019,国5
宝马1系 2021款 120i M运动曜夜版,宝马,石家庄,10.3,25.55,1.03万,2.90万公里,2021,国6
奔驰GLA 2016款 GLA 260 4MATIC 运动版,奔驰,石家庄,10.5,44.52,1.05万,4.62万公里,2016,国5
魏牌摩卡 2021款 2.0T 两驱特浓版,魏牌,石家庄,10.8,21.80,1.08万,3.13万公里,2022,国6
日产途达 2018款 2.5L 手自一体 两驱 豪华版,日产,石家庄,11.0,22.61,1.10万,7.76万公里,2018,国5
宝马X1 2018款 sDrive18Li 1.5T 手自一体 尊享版,宝马,石家庄,11.0,34.10,1.10万,7.84万公里,2018,国5
本田雅阁 2018款 260TURBO 豪华版 国VI,本田,石家庄,11.2,22.56,1.12万,5.11万公里,2019,国6
大众速腾 2022款 280TSI 双离合卓越版,大众,石家庄,11.4,18.82,1.14万,2.06万公里,2022,国6
哈弗H9 2020款 2.0T 手自一体 四驱 尊享型 5座,哈弗,石家庄,11.7,28.76,1.17万,8.74万公里,2019,国6
宝马1系 2022款 120i M运动曜夜版,宝马,石家庄,12.2,25.55,1.22万,1.89万公里,2022,国6
奥迪Q2L 2020款 35 TFSI 时尚动感型,奥迪,石家庄,12.2,26.83,1.22万,3.85万公里,2021,国6
大众高尔夫 2021款 280TSI 双离合 Pro型,大众,石家庄,12.3,17.04,1.23万,0.61万公里,2022,国6
红旗HS5 2022款 2.0T 手自一体 两驱 智联旗享版,红旗,石家庄,12.4,22.57,1.24万,1.66万公里,2022,国6
凯迪拉克XT5 2016款 25T 豪华型,凯迪拉克,石家庄,12.6,43.62,1.26万,7.79万公里,2017,国5
宝马5系 2014款 525Li 2.0T 手自一体 领先型,宝马,石家庄,12.7,52.10,1.27万,11.13万公里,2015,国5
宝马3系 2018款 320i 2.0T 手自一体 M运动套装,宝马,石家庄,12.9,35.54,1.29万,9.53万公里,2018,国5
哈弗H9 2020款 2.0T 手自一体 四驱 尊享型 5座,哈弗,石家庄,13.0,28.76,1.30万,4.75万公里,2019,国6
奔驰A级 2019款 A 200 L,奔驰,石家庄,13.2,29.31,1.32万,6.39万公里,2019,国6
奥迪A4L 2017款 40 TFSI 时尚型,奥迪,石家庄,13.5,38.08,1.35万,6.66万公里,2017,国5
特斯拉Model 3(进口) 2019款 长续航后轮驱动版,特斯拉,石家庄,13.6,47.04,1.36万,4.65万公里,2019,新能源
本田雅阁 2022款 260TURBO 幻夜·尊贵版,本田,石家庄,14.0,22.90,1.40万,5.15万公里,2022,国6
奥迪Q5 2017款 40TFSI 舒适版,奥迪,石家庄,14.4,52.42,1.44万,8.58万公里,2017,国5
宝马Z4 2012款 sDrive20i 2.0T 手自一体,宝马,石家庄,15.5,64.42,1.55万,3.81万公里,2013,国4
宝马3系GT 2019款 320i M运动套装,宝马,石家庄,16.4,40.29,1.64万,4.44万公里,2019,国6
宝马Z4 2012款 sDrive20i 2.0T 手自一体,宝马,石家庄,15.5,64.42,1.55万,3.81万公里,2013,国4
宝马3系GT 2019款 320i M运动套装,宝马,石家庄,16.4,40.29,1.64万,4.44万公里,2019,国6
雪佛兰科迈罗 2017款 2.0T RS,雪佛兰,石家庄,17.4,44.72,1.74万,4.77万公里,2018,国5
别克GL8 2018款 ES 28T 舒适版 国VI,别克,石家庄,17.7,32.52,1.77万,7.37万公里,2019,国6
极氪ZEEKR 001 2023款 560km 四驱WE版,极氪,石家庄,18.4,33.63,1.84万,2.95万公里,2023,新能源
理想汽车 理想ONE 2021款 理想ONE 增程6座版,理想汽车,石家庄,18.98,39.15,1.90万,5.00万公里,2021,国6
宝马iX3 2022款 550km 领先型,宝马,石家庄,20.0,44.71,2.00万,0.66万公里,2022,新能源
宝马5系 2018款 528Li 2.0T 手自一体 上市特别版,宝马,石家庄,21.6,50.26,2.16万,4.84万公里,2018,国5
奔驰C级 2021款 C 260 星耀臻藏版,奔驰,石家庄,22.4,35.75,2.24万,6.34万公里,2021,国6
宝马3系 2022款 改款 325i M运动曜夜套装,宝马,石家庄,22.6,37.43,2.26万,2.58万公里,2022,国6
雷克萨斯ES 2020款 300h 卓越版,雷克萨斯,石家庄,25.6,41.91,2.56万,6.39万公里,2020,国6
奥迪A6L 2019款 40 TFSI 豪华动感版,奥迪,石家庄,27.0,45.82,2.70万,4.73万公里,2020,国6
奥迪A6L 2020款 40 TFSI 豪华动感版,奥迪,石家庄,27.6,45.82,2.76万,4.73万公里,2020,国6
奥迪A6L 2020款 40 TFSI 豪华动感版,奥迪,石家庄,27.6,45.82,2.76万,4.97万公里,2020,国6
腾势D9 2022款 DM-i 1040 尊贵型,腾势,石家庄,29.3,42.03,2.93万,2.55万公里,2023,国6
奔驰S级 2019款 S 320 L 臻藏版,奔驰,石家庄,53.8,93.72,5.38万,5.41万公里,2019,国6
奔驰GLE 2023款 GLE 450 4MATIC 动感型,奔驰,石家庄,66.0,89.56,6.60万,0.93万公里,2023,国6
吉利汽车 吉利远景X6 2016款 1.8L 手动 豪华版,吉利汽车,大同,2.64,9.54,0.26万,6.53万公里,2017,国5
丰田威驰 2014款 1.3L 手动 型尚版,丰田,大同,2.64,8.85,0.26万,8.80万公里,2016,国5
猎豹汽车 猎豹CS10 2017款 1.5T CVT 精英版,猎豹汽车,大同,2.68,12.50,0.27万,7.89万公里,2017,国5
本田飞度 2014款 1.5L SE CVT 时尚版,本田,大同,3.93,10.29,0.39万,4.51万公里,2015,国5
起亚智跑 2016款 2.0L 手自一体 两驱 GL,起亚,大同,4.3,18.04,0.43万,5.63万公里,2016,国5
宝骏RS-5 2019款 1.5T CVT 智能驾控尊贵版 国VI,宝骏,大同,4.8,14.49,0.48万,5.27万公里,2020,国6
长安逸动 2022款 PLUS 1.6L GDI CVT精英版,长安,大同,5.6,9.86,0.56万,4.83万公里,2023,国6
别克GL6 2019款 18T 互联尊贵版 6座 国V,别克,大同,6.7,18.92,0.67万,7.84万公里,2019,国5
日产天籁 2016款 2.0XL 舒适版,日产,大同,6.8,21.02,0.68万,7.57万公里,2016,国5
长安启源Q05 2024款 真香版 1.5L 125km 超越型 宁德时代,长安启源,大同,7.9,12.07,0.79万,0.22万公里,2024,国6
日产逍客 2021款 2.0L CVT 豪华版,日产,大同,9.0,19.14,0.90万,4.78万公里,2020,国6
广汽传祺影酷 2023款 1.5T 双离合超新星Pro版,广汽传祺,大同,10.88,14.83,1.09万,0.03万公里,2024,国6
别克昂科威 2020款 20T 双离合 两驱 精英版,别克,大同,10.99,22.58,1.10万,5.71万公里,2020,国6
广汽传祺 传祺M8 2018款 320T 尊贵版,广汽传祺,大同,11.5,24.44,1.15万,4.23万公里,2018,国5
大众迈腾 2020款 330TSI 豪华型,大众,大同,13.97,26.34,1.40万,5.74万公里,2021,国6
荣威iMAX8 2022款 400TGI 欢聚版,荣威,大同,13.99,23.67,1.40万,2.50万公里,2021,国6
丰田RAV4荣放 双擎E+ 2021款 2.5L 两驱精英Pro,丰田,大同,14.8,28.91,1.48万,5.22万公里,2022,国6
丰田威兰达 2021款 双擎 2.5L E-CVT 四驱 豪华版,丰田,大同,15.4,27.26,1.54万,3.51万公里,2021,国6
丰田皇冠 2018款 2.0T 运动版,丰田,大同,17.2,32.52,1.72万,7.10万公里,2019,国5
奥迪A4L 2022款 40 TFSI 时尚动感型,奥迪,大同,17.9,36.09,1.79万,3.87万公里,2021,国6
东南V5菱致 2015款 plus 1.5L 手动 智趣型,东南,大同,1.2,8.98,0,7.80万公里,2016,国5
雪佛兰科鲁兹 2013款 1.6L SE AT,雪佛兰,大同,1.68,15.39,0,6.43万公里,2013,国4
哈弗H1 2017款 红标 1.5L 手动 标准版,哈弗,大同,1.68,6.54,0,9.79万公里,2017,国5
日产轩逸 2012款 1.6L 手动 XE 经典舒适版,日产,大同,1.9,11.51,0,10.86万公里,2014,国4
华颂7 2015款 2.0T 手自一体 舒适版,华颂,大同,2.0,26.75,0,10.70万公里,2015,国5
大众Polo 2014款 1.4L 手动 风尚版,大众,大同,2.04,8.87,0,11.49万公里,2015,国5
广汽传祺 传祺GS3 2017款 150N 手动 精英版,广汽传祺,大同,2.4,9.30,0,7.62万公里,2019,国5
福特福克斯 2012款 两厢 1.6L 自动 风尚型,福特,大同,2.6,16.38,0.26万,10.57万公里,2014,国4
雪铁龙C3-XR 2015款 1.6T 自动先锋型,雪铁龙,大同,2.6,17.48,0.26万,12.39万公里,2015,国5
宝骏510 2017款 1.5L 手动 时尚版,宝骏,大同,2.7,7.42,0.27万,9.52万公里,2019,国5
smart fortwo 2012款 1.0L MHD 硬顶标准版,smart,大同,2.76,13.16,0.28万,6.87万公里,2013,国4
哈弗H6 2017款 蓝标 运动版 1.5T 手动 两驱 精英版 汽油,哈弗,大同,2.88,12.61,0.29万,7.50万公里,2017,国5
汉腾汽车 汉腾X7 2018款 X7S 1.5T 手自一体 尊享版 国V,汉腾汽车,大同,3.5,12.61,0.35万,6.05万公里,2020,国5
现代悦动 2017款 1.6L 手自一体 悦值版,现代,大同,3.7,11.85,0.37万,5.02万公里,2017,国5
启辰M50V 2017款 1.6L XL CVT 豪华版,启辰,大同,3.88,9.32,0.39万,5.36万公里,2017,国5
哈弗H6 2018款 红标 运动版 1.5T 手动 精英版,哈弗,大同,3.9,11.86,0.39万,5.33万公里,2018,国5
哈弗H6 2018款 蓝标 运动版 1.5T 手动 精英版,哈弗,大同,3.9,11.86,0.39万,5.90万公里,2019,国5
哈弗M6 2019款 1.5T 双离合 精英型 国VI,哈弗,大同,3.9,9.54,0.39万,6.22万公里,2020,国6
广汽传祺 传祺GS4 2017款 200T 双离合 两驱 精英版,广汽传祺,大同,3.9,14.38,0.39万,6.35万公里,2017,国5
起亚K3 2016款 1.6L 手自一体 GL,起亚,大同,4.08,12.28,0.41万,7.64万公里,2017,国5
福特翼搏 2018款 1.5L 自动 铂翼版,福特,大同,4.2,12.17,0.42万,7.54万公里,2019,国5
现代名图 2014款 1.8L 自动 智能型,现代,大同,4.26,17.04,0.43万,8.95万公里,2015,国5
本田享域 2019款 180TURBO CVT 畅享版 国V,本田,大同,4.5,12.88,0.45万,6.25万公里,2019,国5
吉利汽车 吉利博越 2018款 1.8TD 手自一体 两驱 智联型4G互联版,吉利汽车,大同,4.7,14.83,0.47万,5.04万公里,2019,国5
哈弗H6 Coupe 2018款 蓝标 1.5GDIT 双离合 两驱 超豪版,哈弗,大同,4.7,14.29,0.47万,5.46万公里,2018,国5
吉利汽车 吉利缤越 2019款 260T 双离合 骑士 国Ⅴ,吉利汽车,大同,4.7,11.40,0.47万,8.32万公里,2019,国5
比亚迪元新能源 2019款 EV535 高能领航版,比亚迪,大同,4.7,15.93,0.47万,9.26万公里,2019,新能源
大众桑塔纳 2021款 1.5L 手动 风尚版,大众,大同,4.75,10.19,0.48万,2.95万公里,2022,国6
长安CS75 2020款 280T 手动 两驱 智惠型 国VI,长安,大同,4.8,11.40,0.48万,5.74万公里,2020,国6
马自达CX-5 2014款 2.0L 自动 两驱 都市型,马自达,大同,4.8,21.91,0.48万,10.27万公里,2014,国5
本田雅阁 2012款 2.0 SE,本田,大同,4.8,22.90,0.48万,12.15万公里,2014,国4
比亚迪宋MAX 2018款 1.5TI 双离合 智联精英版 6座,比亚迪,大同,4.97,12.62,0.50万,6.16万公里,2019,国5
日产轩逸 2018款 1.6XV CVT 尊享版,日产,大同,5.6,15.71,0.56万,5.90万公里,2018,国5
哈弗H6 Coupe 2020款 智联版 1.5T 双离合 两驱 精英型 国VI,哈弗,大同,5.6,11.52,0.56万,5.94万公里,2020,国6
